Gene_Name	CKDdb_num_of_studies	CKDdb_Disease	GOA_Kidney_Research_Priority	tub_Exp_num_of_eQTLs	tub_Pr_of_no_eQTL	tub_FDR	glom_Exp_num_of_eQTLs	glom_Pr_of_no_eQTL	glom_FDR
PRO2812	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO3073	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROACROSIN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACR	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACRS	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROKR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROM2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROML2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ2521/PRO6014	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROSC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROSER2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRPF18	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HPRP18	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRP18	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRPF40A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FBP11	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FLAF1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRPF6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRPS1L1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRPS3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRPSL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRR22	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRRG2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRGP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TMG2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRRT1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRRX2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PMX2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRX2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS16	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSSP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS50	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CT20	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSP50	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRTFDC1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRUNE	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HTCD37	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSD2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSD4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EFA6B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TIC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSEN2	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
AD4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSG11	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSG13	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSG14	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSG5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSMB6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LMPY	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
Y	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSMB7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
Z	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSMD11	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSMD5	2.0	1.0	0	1.03	2.38e-10	1.83e-11	1.0	0.000229	3.0299999999999998e-05
PSMD7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MOV-34	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MOV34	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSORS1C2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSPH	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSPN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSP	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTAR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTBP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTBP2	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
BRPTB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NPTB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTCD1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTCD3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS39	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTCHD2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DISP3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTH	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTH-(1-84)	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTK2B	2.0	1.0	1	1.18	2.6899999999999997e-05	1.97e-06	0.0	0.0	0.0
FAK2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PYK2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTMS	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPLAD1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPG1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN13	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PNP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTP1E	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN14	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PEZ	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPD2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN18	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRH	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SAP-1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTTG1IP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTTG2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTTG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PXK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PYCR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIG45	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PYCRL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PYGB	2.0	1.0	0	1.37	0.00331	0.000343	0.0	0.0	0.0
PYGM	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PYURF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIGY	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PREY	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
QRFPR	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
QRICH1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
QRICH2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB10	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB11FIP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB11-FIP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB13	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GIG4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB15	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB18	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB19	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB1B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB22A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB22	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB2B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB30	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB32	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB39A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB39	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3GAP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3GAP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3IL1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB40AL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RLGP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB40C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RARL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASL8C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB6A'	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB6A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB7L1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAB29	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RABEP1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
RAB5EP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RABPT5	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RABGDIA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GDI1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RABGGTA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RABL2B	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RABL2A	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD21L1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD21L	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD50	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD51C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD51L2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD54L	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD54A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAD54	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAG2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RALBP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RALGAPA2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RALGPS1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RALGEF2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RALGPS1A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RANBP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RANBP9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RANBPM	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KB07	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAP2A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RAP2C	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RARA	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
NR1B1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASAL1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASAL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASD1	2.0	1.0	0	1.01	0.0017	0.000169	0.0	0.0	0.0
DEXRAS1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASD2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TEM2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASGRP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDC25L	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MCG7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASGRP4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASIP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASL10A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RRP22	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASL11B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RASSF9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PAMCI	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PCIP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBBP8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CTIP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBCK1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBCK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UBCE7IP3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBL1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM10	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GPATC9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GPATCH9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM12	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SWAN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM25	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNPC7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
S164	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM26	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRO1777	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM28	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM33	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM4B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM30	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBMS2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBMS3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBMX	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBMXL1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBMXL3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RCBTB2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHC1L	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RLG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RCV1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RCVRN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RDBP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NELFE	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RDH12	2.0	1.0	0	1.02	9.83e-09	5.15e-10	0.0	0.0	0.0
RDH9	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RECK	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ST15	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
REEP1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
REEP2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SGC32445	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
REG3B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
REG4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GISP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RELP	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RER1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RERGL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RESP18	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
REXO2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMFN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RFPL4B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF211	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RFTN2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RFX1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RFX3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RFX6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGCC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGC32	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1303232	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1309079	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1310507	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1311980	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1562673	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1564114	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGD1564937	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGL3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGP4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGS13	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RGS7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHBDD1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSD50	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSD-50	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHBG	2.0	1.0	1	1.05	5.3299999999999995e-05	4.25e-06	0.0	0.0	0.0
RHCE	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHCG	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CDRC2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDRC2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHB	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHD	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHODOPSIN	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHO	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OPN2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOH	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHH	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TTF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOU	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHU	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
G28K	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIC3	2.0	1.0	0	0.0	0.0	0.0	1.14	7.58e-06	7.32e-07
UNQ720/PRO1385	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AYST720	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIMKLA	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FAM80A	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIPPLY2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RMDN1	2.0	1.0	0	0.0	0.0	0.0	0.998	0.0205	0.00351
FAM82B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CGI-90	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RMI1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE11	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ5832/PRO19669	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ5832	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEH1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEH2B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DLEU8	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF10	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIE2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIE2SID2705	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF114	2.0	1.0	0	0.0	0.0	0.0	1.03	0.0027	0.00034700000000000003
ZNF228	4.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF313	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF125	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF128	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GRAIL	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF130	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF133	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF180	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RINES	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF186	2.0	1.0	0	1.0	0.00952	0.0011	0.0	0.0	0.0
RNF2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DING	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF219	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF25	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF34	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
HRFI	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RIFF	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF38	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF39	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HZFW	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HCGV	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF40	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRE1B	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF43	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
URCC	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNF7	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBX2	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ROC2	3.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNMT	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNPC1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RBM38	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SEB4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ROCK1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ROM1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSPAN23	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ROR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NTRKR1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RORC	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
NR1F3	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RORG	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-166B2.1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-169F17.1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-625H11.1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-89N17.1	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-93B14.6	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
