Gene_Name	Experimental_seed_genes_overlap	Inferred_seed_genes_overlap	known_gene	GTEx_kidney_TPM_expression	GTEx_kidney_Expression_Rank	ProteinAtlas_gene_expr_levels	ProteinAtlas_RNA_expression_TMP	GO_renal	GO_kidney	GO_nephro	GO_glomerul	GO_distal tubule	CKD-example_GWAS_hits	CKD-example_GWAS_max_P_VALUE	CKD-example_GWAS_min_P_VALUE	CKD-example_GWAS_max_OR	CKD-example_GWAS_min_OR	CKD-example_GWAS_tissue_trait_flag	MGI_mouse_knockout_feature
PLN	0.1111111111111111	0.0	0.0	6.98	7638.0	Not_detected	22.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLOD1	0.08108108108108109	0.0	0.0	46.52	1375.0	0	44.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLOD2	0.0625	0.0	0.0	13.78	4883.0	Medium	28.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLOD3	0.14705882352941177	0.17647058823529413	0.0	27.92	2509.0	0	11.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLP1	0.1111111111111111	0.0	0.0	0.5138	18225.0	Not_detected	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLP2	0.14285714285714285	0.0	0.0	37.89	1760.0	High	22.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLPP1	0.0	0.0	0.0			High	95.7	0.0	0.0	0.0	0.0	0.0							0.0
PLPP2	0.0	0.0	0.0			0	2.2	0.0	0.0	0.0	0.0	0.0							0.0
PLPP3	0.0	0.0	0.0			0	96.5	0.0	0.0	0.0	0.0	0.0							0.0
PLPP6	0.0	0.0	0.0			Medium	5.9	0.0	0.0	0.0	0.0	0.0							0.0
PLPPR1	0.09090909090909091	0.0	0.0			Not_detected	15.8	0.0	0.0	0.0	0.0	0.0							0.0
PLPPR2	0.09090909090909091	0.0	0.0			0	4.5	0.0	0.0	0.0	0.0	0.0							0.0
PLPPR3	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
PLPPR4	0.0	0.3333333333333333	0.0			0	0.6	0.0	0.0	0.0	0.0	0.0							0.0
PLRG1	0.0	0.04065040650406504	0.0	15.25	4531.0	High	40.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLS1	0.045454545454545456	0.05392156862745098	0.0	5.8870000000000005	8283.0	Medium	28.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLS3	0.06666666666666667	0.05825242718446602	0.0	44.47	1459.0	High	120.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLSCR1	0.047244094488188976	0.041666666666666664	0.0	24.7	2892.0	Not_detected	44.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLSCR2	1.0	0.0	0.0	0.2194	18225.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLSCR3	0.2222222222222222	0.0	0.0			High	4.2	0.0	0.0	0.0	0.0	0.0							0.0
PLSCR4	0.09523809523809523	0.0	0.0	10.5	5964.0	0	26.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLTP	0.07407407407407407	0.0	0.0	77.83	686.0	Medium	26.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLVAP	0.0	0.0	0.0	121.4	386.0	Not_detected	44.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLXDC1	0.0	0.0	0.0	2.311	18225.0	Medium	2.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXDC2	0.0	0.0	0.0	5.643	8442.0	High	10.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXNA1	0.058823529411764705	0.03225806451612903	0.0	8.466000000000001	6900.0	0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXNA2	0.09090909090909091	0.07407407407407407	0.0	3.637	18225.0	Medium	3.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXNA3	0.0	0.018867924528301886	0.0	8.799	6740.0	0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXNA4	0.0	0.038461538461538464	0.0	0.3575	18225.0	Not_detected	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXNB1	0.08	0.0	0.0	85.27	622.0	High	16.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLXNB2	0.041666666666666664	0.5	0.0	95.74	526.0	0	52.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PLXNB3	0.18181818181818182	0.0	0.0	1.3559999999999999	18225.0	Not_detected	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXNC1	0.0	0.0	0.0	1.3119999999999998	18225.0	0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PLXND1	0.2	0.0	0.0	23.62	3021.0	Medium	14.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PM20D2	0.0	0.0	0.0	6.803999999999999	7741.0	High	9.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMAIP1	0.0	0.1111111111111111	0.0	0.8959999999999999	18225.0	0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMEL	0.3333333333333333	1.0	0.0	1.09	18225.0	Not_detected	2.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMEPA1	0.14285714285714285	0.0	0.0	9.307	6520.0	0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMF1	0.07692307692307693	0.08536585365853659	0.0	43.76	1482.0	0	36.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMFBP1	0.0	0.0	0.0	0.3542	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PML	0.06046511627906977	0.08333333333333333	0.0	11.26	5669.0	High	9.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMM1	0.06666666666666667	0.04580152671755725	0.0	55.53	1099.0	0	46.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMM2	0.14285714285714285	0.04580152671755725	1.0	5.69	8413.0	Medium	10.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PMP2	0.0	0.0	0.0	0.1676	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMP22	0.09090909090909091	0.0	0.0	27.53	2556.0	0	22.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMPCA	0.0625	0.06315789473684211	0.0	19.38	3640.0	High	21.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMPCB	0.05714285714285714	0.07086614173228346	0.0	34.84	1954.0	Medium	53.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMS1	0.08928571428571429	0.0	0.0	3.3689999999999998	18225.0	Medium	6.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMS2	0.09375	0.03333333333333333	0.0	6.22	8088.0	Medium	11.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PMVK	0.05555555555555555	0.0	0.0	53.33	1167.0	High	38.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNISR	0.14285714285714285	0.25	0.0	34.17	2009.0	0	27.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNKD	0.07526881720430108	0.0	0.0	36.42	1855.0	Medium	78.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNKP	0.1	0.0	0.0	27.27	2589.0	Medium	9.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNLIP	0.0	0.0	0.0	1.815	18225.0	Not_detected	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNLIPRP1	0.5	0.0	0.0	0.1308	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNMA1	0.028169014084507043	0.0	0.0	29.12	2387.0	Not_detected	30.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNMA2	0.02702702702702703	0.0	0.0	2.309	18225.0	Not_detected	2.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNMA3	0.0	0.0	0.0	2.4930000000000003	18225.0	Not_detected	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNMA5	0.0	0.0	0.0	0.04651	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNMA6A	0.0	0.0	0.0			0	5.9	0.0	0.0	0.0	0.0	0.0							0.0
PNMAL1	0.0	0.0	0.0	5.4879999999999995	8548.0	Medium	9.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNMAL2	0.0	0.0	0.0			Not_detected	0.4	0.0	0.0	0.0	0.0	0.0							0.0
PNMT	0.0	0.0	0.0	1.557	18225.0	Not_detected	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNN	0.0	0.08333333333333333	0.0	66.9	846.0	Medium	32.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNO1	0.08333333333333333	0.016574585635359115	0.0	9.295	6526.0	0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNOC	0.0	0.0213903743315508	0.0	0.1647	18225.0	Not_detected	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNP	0.03333333333333333	0.0	0.0	80.35	660.0	High	203.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PNPLA1	0.1	0.0	0.0	0.5249	18225.0	0	5.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPLA2	0.0	0.0	0.0	102.6	487.0	0	14.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPLA3	0.25	0.0	0.0	0.8552	18225.0	Medium	4.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPLA4	0.0	0.0	0.0	8.921	6670.0	Medium	44.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPLA6	0.1111111111111111	0.023255813953488372	1.0	29.35	2365.0	0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPLA7	0.0	0.02631578947368421	0.0	4.565	9141.0	0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPLA8	0.0	0.0	0.0	10.2	6103.0	High	32.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPO	0.1111111111111111	0.10204081632653061	0.0	13.23	5054.0	High	41.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNPT1	0.0	0.0	0.0	7.106	7561.0	High	6.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNRC1	0.05555555555555555	0.5	0.0	54.93	1116.0	Low	102.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PNRC2	0.045454545454545456	0.0	0.0			0	105.6	0.0	0.0	0.0	0.0	0.0							0.0
POC1A	0.023255813953488372	0.03225806451612903	0.0	1.656	18225.0	Medium	1.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POC1B	0.03571428571428571	0.0	0.0	6.042000000000001	8192.0	0	12.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POC5	0.10144927536231885	0.0	0.0	4.026	9599.0	High	4.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PODXL	0.125	0.0	0.0	146.3	301.0	High	27.5	0.0	1.0	1.0	1.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
PODXL2	0.0	0.0	0.0	7.385	7424.0	Medium	4.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
POF1B	0.0	0.0	0.0	0.3662	18225.0	Not_detected	1.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POFUT1	0.0	0.14285714285714285	0.0	11.66	5535.0	High	17.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POFUT2	0.0	0.0	0.0	16.82	4182.0	0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POGK	0.0	1.0	0.0	9.139	6587.0	High	15.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POGLUT1	0.0	0.0	0.0	4.423	9249.0	Medium	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POGZ	0.058823529411764705	0.0	0.0	26.55	2667.0	Medium	18.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLA1	0.04	0.03773584905660377	0.0	1.9409999999999998	18225.0	Medium	3.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLA2	0.022222222222222223	0.046511627906976744	0.0	5.4879999999999995	8547.0	Medium	3.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLB	0.05263157894736842	0.05	0.0	6.034	8197.0	Medium	15.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
POLD1	0.030303030303030304	0.04672897196261682	0.0	6.053	8186.0	High	2.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLD2	0.043478260869565216	0.05747126436781609	0.0	35.38	1916.0	High	31.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLD3	0.041666666666666664	0.06666666666666667	0.0	5.836	8326.0	Medium	45.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLD4	0.16666666666666666	0.06944444444444445	0.0	55.02	1113.0	0	31.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLDIP2	0.07692307692307693	0.0	0.0	95.08	530.0	0	109.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLDIP3	0.0	0.07142857142857142	0.0	38.14	1749.0	Medium	29.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLE	0.03125	0.04040404040404041	0.0	3.1180000000000003	18225.0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLE2	0.043478260869565216	0.05056179775280899	0.0	0.5488	18225.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLE3	0.047619047619047616	0.043478260869565216	0.0	18.29	3860.0	0	24.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLE4	0.0	0.06666666666666667	0.0	19.51	3621.0	High	5.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLG	0.0	0.0	0.0	19.12	3692.0	Medium	6.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLG2	0.08333333333333333	0.0	0.0	5.632000000000001	8452.0	Medium	3.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLH	0.1388888888888889	0.043478260869565216	0.0	3.063	18225.0	Medium	5.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLI	0.0	0.041666666666666664	0.0	6.915	7685.0	Medium	15.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLK	0.0	0.05405405405405406	0.0	3.888	18225.0	0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLL	0.021739130434782608	0.1111111111111111	0.0	10.57	5930.0	0	12.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLM	0.1111111111111111	0.125	0.0	16.5	4256.0	0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLN	0.3	0.23076923076923078	0.0	0.5219	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLQ	1.0	0.1	0.0	0.06458	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR1A	0.043478260869565216	0.06116207951070336	0.0	3.905	18225.0	Medium	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR1B	0.1	0.04225352112676056	0.0	3.1260000000000003	18225.0	0	8.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR1C	0.06153846153846154	0.05732484076433121	0.0	12.8	5175.0	0	18.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR1D	0.07407407407407407	0.05776173285198556	0.0	21.23	3333.0	0	60.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR1E	0.0	0.07772020725388601	0.0	5.562	8496.0	Medium	6.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2A	0.0671462829736211	0.04924242424242424	0.0	43.31	1510.0	Medium	25.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2B	0.03488372093023256	0.046169989506820566	0.0	21.15	3344.0	High	38.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2C	0.02127659574468085	0.05450733752620545	0.0	45.48	1414.0	Medium	52.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2D	0.023255813953488372	0.050505050505050504	0.0	5.204	8699.0	Low	9.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2E	0.02197802197802198	0.058394160583941604	0.0	92.51	546.0	High	24.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2F	0.014492753623188406	0.05962059620596206	0.0	5.712000000000001	8397.0	Medium	36.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2G	0.037037037037037035	0.05420054200542006	0.0	35.33	1919.0	Medium	63.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2H	0.0	0.049773755656108594	0.0	48.5	1310.0	Medium	43.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2I	0.0	0.05263157894736842	0.0	53.76	1151.0	0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2J	0.0	0.05339805825242718	0.0	49.14	1288.0	Medium	36.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2J2	0.0	0.020618556701030927	0.0	0.2675	18225.0	0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2K	0.043478260869565216	0.05612244897959184	0.0	28.82	2410.0	0	72.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2L	0.0	0.0498960498960499	0.0	145.0	306.0	0	30.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR2M	0.00909090909090909	0.0	0.0	6.207000000000001	8094.0	0	21.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3A	0.02857142857142857	0.046413502109704644	0.0	4.617	9100.0	0	5.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
POLR3B	0.0	0.04897959183673469	0.0	2.736	18225.0	High	7.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3C	0.045454545454545456	0.05357142857142857	0.0	8.503	6886.0	0	14.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3D	0.0	0.038461538461538464	0.0	5.102	8763.0	Medium	5.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3E	0.045454545454545456	0.0	0.0	11.76	5492.0	Medium	2.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3F	0.038461538461538464	0.05188679245283019	0.0	5.8660000000000005	8302.0	0	4.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3G	0.16666666666666666	0.0	0.0	0.6673	18225.0	Not_detected	1.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3GL	0.0	0.0	0.0	27.94	2505.0	0	23.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3H	0.0	0.06666666666666667	0.0	10.58	5922.0	Medium	8.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLR3K	0.07692307692307693	0.01020408163265306	0.0	7.727	7243.0	Medium	7.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POLRMT	0.06666666666666667	0.0	0.0	24.23	2946.0	0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POM121	0.11764705882352941	0.05555555555555555	0.0			Medium	11.9	0.0	0.0	0.0	0.0	0.0							0.0
POM121C	0.25	0.041237113402061855	0.0			Medium	14.2	0.0	0.0	0.0	0.0	0.0							0.0
POM121L1P	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
POMC	0.0	0.02888086642599278	0.0	2.055	18225.0	Not_detected	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
POMGNT1	0.0625	0.0	0.0	27.07	2615.0	Medium	34.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POMGNT2	0.0	0.0	0.0	10.98	5777.0	0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POMK	0.05084745762711865	0.0	0.0	0.3912	18225.0	0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POMP	0.02631578947368421	0.0	0.0	70.67	771.0	High	83.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POMT1	0.0	0.14285714285714285	1.0	13.38	5002.0	0	13.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POMT2	0.09090909090909091	0.03225806451612903	1.0	8.888	6690.0	0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
POMZP3	0.0	0.0	0.0	8.641	6816.0	0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PON1	0.2	0.0	0.0	0.102	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
PON2	0.06944444444444445	0.0	0.0	34.02	2023.0	High	50.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
